genome,gene,confidence,level,pred_product,truth_product,correct
Staphylococcus_aureus_8325,gene_e0c0213689d6,0.35,low,DNA-binding transcription regulator,PTS system glucose-specific transporter subunit IIBC,0
Staphylococcus_aureus_8325,gene_de51d1561d01,0.35,low,Lipoprotein,PTS system transporter,0
Staphylococcus_aureus_8325,gene_04c73b5c871a,0.35,low,DNA-binding transcription regulator,PTS system transporter,0
Staphylococcus_aureus_8325,gene_8270dbfd3510,0.35,low,DNA-binding transcription regulator,6-phospho-beta-glucosidase,0
Staphylococcus_aureus_8325,gene_a2b853231988,0.5,moderate,Protein with staphylocoagulase motif,staphylocoagulase,1
Staphylococcus_aureus_8325,gene_ab9febce53b0,0.35,low,DNA-binding transcription regulator,drug transporter,0
Staphylococcus_aureus_8325,gene_d50af1d654e7,0.35,low,ATP/GTP binding protein,ABC transporter ATP-binding protein,1
Staphylococcus_aureus_8325,gene_1a7301d4b6dd,0.35,low,Lipoprotein,N-acetylmannosamine-6-phosphate 2-epimerase,0
Staphylococcus_aureus_8325,gene_f6428966a53b,0.35,low,ATP/GTP binding protein,PTS system ascorbate-specific transporter subunit IIC,0
Staphylococcus_aureus_8325,gene_85931e7cfc9e,0.45,low,ATP/GTP binding protein,lipase,0
Staphylococcus_aureus_8325,gene_0542056acbb6,0.35,low,DNA-binding transcription regulator,glycerol-3-phosphate transporter,0
Staphylococcus_aureus_8325,gene_f8432ed398c3,0.35,low,ATP/GTP binding protein,ABC transporter ATP-binding protein,1
Staphylococcus_aureus_8325,gene_9d626789c8a5,0.35,low,ATP/GTP binding protein,GTP-dependent nucleic acid-binding protein EngD,0
Staphylococcus_aureus_8325,gene_5ff2474c0192,0.35,low,ATPase,xanthine phosphoribosyltransferase,0
Staphylococcus_aureus_8325,gene_5e58c96a5269,0.35,low,Serine protease,alkyl hydroperoxide reductase subunit F,0
Staphylococcus_aureus_8325,gene_36e61fe8fe05,0.35,low,DNA-binding transcription regulator,GMP synthase,0
Staphylococcus_aureus_8325,gene_d575c4418f79,0.35,low,DNA-binding transcription regulator,NADH dehydrogenase subunit 5,0
Staphylococcus_aureus_8325,gene_6dff86dcb28a,0.35,low,Lipoprotein,ABC transporter substrate-binding protein,0
Staphylococcus_aureus_8325,gene_dbbd712d531e,0.35,low,ATP/GTP binding protein,DNA polymerase III subunits gamma and tau,0
Staphylococcus_aureus_8325,gene_401d72054399,0.35,low,ATP/GTP binding protein,thymidylate kinase,0
Staphylococcus_aureus_8325,gene_798fd1216f40,0.35,low,Serine protease,glutamate synthase large subunit,0
Staphylococcus_aureus_8325,gene_f58c20c69118,0.35,low,Serine protease,pur operon repressor,0
Staphylococcus_aureus_8325,gene_903d278f5e6d,0.35,low,Serine protease,regulatory protein SpoVG,0
Staphylococcus_aureus_8325,gene_c6e1be6f0deb,0.35,low,ATP/GTP binding protein,methionyl-tRNA synthetase,0
Staphylococcus_aureus_8325,gene_e87275685f81,0.35,low,DNA-binding transcription regulator,Orn/Lys/Arg decarboxylase,0
Staphylococcus_aureus_8325,gene_d2b41f7d0c4c,0.35,low,DNA-binding transcription regulator,hypoxanthine phosphoribosyltransferase,0
Staphylococcus_aureus_8325,gene_b2f226b7a8cd,0.35,low,ATP/GTP binding protein,transcription-repair coupling factor,0
Staphylococcus_aureus_8325,gene_0fdd29766d2b,0.35,low,ATP/GTP binding protein,DNA repair protein RadA,0
Staphylococcus_aureus_8325,gene_53d64224f9bf,0.35,low,ATP/GTP binding protein,DNA-directed RNA polymerase subunit beta,0
Staphylococcus_aureus_8325,gene_485f441269ba,0.45,low,ATP/GTP binding protein,elongation factor Tu,0
Staphylococcus_aureus_8325,gene_d77a5c56b37c,0.35,low,DNA-binding transcription regulator,2-amino-3-ketobutyrate coenzyme A ligase,0
Staphylococcus_aureus_8325,gene_b99b0fb5def9,0.45,low,DNA-binding transcription regulator,DNA-directed RNA polymerase subunit beta',0
Staphylococcus_aureus_8325,gene_c0c9afeb24ea,0.35,low,Lipoprotein,ribulokinase,0
Staphylococcus_aureus_8325,gene_01702acb0a3b,0.45,low,ATP/GTP binding protein,elongation factor G,0
Staphylococcus_aureus_8325,gene_0a2bc5ee5860,0.45,low,ATP/GTP binding protein,endopeptidase,0
Staphylococcus_aureus_8325,gene_6485f65ce51a,0.35,low,DNA-binding transcription regulator,heme peroxidase,0
Staphylococcus_aureus_8325,gene_de5602d92f88,0.35,low,Lipoprotein,phosphomevalonate kinase,0
Staphylococcus_aureus_8325,gene_ed9949de50db,0.35,low,Lipoprotein,acetyl-CoA acetyltransferase,0
Staphylococcus_aureus_8325,gene_68a2786ded5a,0.35,low,ATP/GTP binding protein,phosphomethylpyrimidine kinase,0
Staphylococcus_aureus_8325,gene_ec2d38851369,0.35,low,ATP/GTP binding protein,haloacid dehalogenase-like hydrolase,0
Staphylococcus_aureus_8325,gene_ec7b0585da00,0.35,low,Lipoprotein,iron compound ABC transporter substrate-binding protein,0
Staphylococcus_aureus_8325,gene_9dcf48dbe2df,0.35,low,DNA-binding transcription regulator,monovalent cation/H+ antiporter subunit C,0
Staphylococcus_aureus_8325,gene_193795e30728,0.495,low,ATP/GTP binding protein,teichoic acids export protein ATP-binding subunit,0
Staphylococcus_aureus_8325,gene_5db1d2e507dd,0.35,low,Lipoprotein,teichoic acid biosynthesis protein,0
Staphylococcus_aureus_8325,gene_ba1ded689625,0.35,low,DNA-binding transcription regulator,ferrichrome transport permease FhuB,0
Staphylococcus_aureus_8325,gene_83922bb9567c,0.35,low,ATP/GTP binding protein,iron compound ABC transporter ATP-binding protein,0
Staphylococcus_aureus_8325,gene_b13278ef8bef,0.35,low,Lipoprotein,teichoic acid biosynthesis protein TagB,0
Staphylococcus_aureus_8325,gene_c2ac28ecf156,0.35,low,ATP/GTP binding protein,ABC transporter ATP-binding protein,1
Staphylococcus_aureus_8325,gene_3aba459f86f5,0.35,low,DNA-binding transcription regulator,major facilitator superfamily protein superfamily,0
Staphylococcus_aureus_8325,gene_95eabc6ad551,0.35,low,DNA-binding transcription regulator,quinolone resistance protein NorA,0
Staphylococcus_aureus_8325,gene_69857d290490,0.35,low,DNA-binding transcription regulator,ABC transporter permease,0
Staphylococcus_aureus_8325,gene_7ac9b0b65b78,0.35,low,Lipoprotein,fructose specific permease,0
Staphylococcus_aureus_8325,gene_df1098f956ce,0.35,low,Lipoprotein,ATP-dependent DNA helicase RecQ,0
Staphylococcus_aureus_8325,gene_976cefb4dfa4,0.35,low,ATP/GTP binding protein,ABC transporter,0
Staphylococcus_aureus_8325,gene_3bf5470debd4,0.35,low,Lipoprotein,ribonucleotide-diphosphate reductase subunit alpha,0
Staphylococcus_aureus_8325,gene_3aa0c15cc77b,0.35,low,DNA-binding transcription regulator,histidinol-phosphate aminotransferase,0
Staphylococcus_aureus_8325,gene_8212fb5f188f,0.35,low,ATP/GTP binding protein,excinuclease ABC subunit B,0
Staphylococcus_aureus_8325,gene_54ce4c9267e0,0.45,low,ATP/GTP binding protein,ABC transporter ATP-binding protein,1
Staphylococcus_aureus_8325,gene_2e1fc88b81d4,0.35,low,DNA-binding transcription regulator,prolipoprotein diacylglyceryl transferase,0
Staphylococcus_aureus_8325,gene_67f4cb3a3d11,0.35,low,Lipoprotein,sensor histidine kinase SaeS,0
Staphylococcus_aureus_8325,gene_b86d993676c6,0.35,low,Serine protease,preprotein translocase subunit SecG,0
Staphylococcus_aureus_8325,gene_aac4c6c6b007,0.45,low,Serine protease,glyceraldehyde-3-phosphate dehydrogenase,0
Staphylococcus_aureus_8325,gene_fc25d251fa8e,0.35,low,ATP/GTP binding protein,ABC transporter ATP-binding protein,1
Staphylococcus_aureus_8325,gene_0f3695b07c9f,0.35,low,DNA-binding transcription regulator,D-alanine transfer protein DltB,0
Staphylococcus_aureus_8325,gene_9719b3833fd5,0.35,low,ATP/GTP binding protein,ABC transporter ATP-binding protein,1
Staphylococcus_aureus_8325,gene_083efacdcb69,0.35,low,ATPase,cytosol aminopeptidase,0
Staphylococcus_aureus_8325,gene_cdb14966e3a8,0.35,low,DNA-binding transcription regulator,lipoyl synthase,0
Staphylococcus_aureus_8325,gene_087a59bb879f,0.35,low,DNA-binding transcription regulator,monovalent cation/H+ antiporter subunit D,0
Staphylococcus_aureus_8325,gene_979d651bf3ff,0.35,low,DNA-binding transcription regulator,monovalent cation/H+ antiporter subunit B,0
Staphylococcus_aureus_8325,gene_300652a55bea,0.45,low,Lipoprotein,argininosuccinate synthase,0
Staphylococcus_aureus_8325,gene_0301662ac90e,0.35,low,ATP/GTP binding protein,exonuclease RexB,0
Staphylococcus_aureus_8325,gene_b4dee1793b84,0.35,low,DNA-binding transcription regulator,monovalent cation/H+ antiporter subunit E,0
Staphylococcus_aureus_8325,gene_bac6c3784499,0.35,low,Lipoprotein,3-oxoacyl-ACP synthase III,0
Staphylococcus_aureus_8325,gene_e49ab100f839,0.45,low,ATP/GTP binding protein,ATP-dependent Clp protease ATP-binding subunit ClpB,0
Staphylococcus_aureus_8325,gene_ba7212b0d375,0.35,low,ATP/GTP binding protein,oligopeptide ABC transporter ATP-binding protein,0
Staphylococcus_aureus_8325,gene_c17fc26b241d,0.35,low,Lipoprotein,oligopeptide ABC transporter substrate-binding protein,0
Staphylococcus_aureus_8325,gene_6ba9bc02f490,0.35,low,Lipoprotein,3-oxoacyl- synthase,0
Staphylococcus_aureus_8325,gene_90c3735ed42a,0.35,low,ATP/GTP binding protein,oligopeptide ABC transporter ATP-binding protein,0
Staphylococcus_aureus_8325,gene_9c7401551e82,0.35,low,Lipoprotein,oligopeptide ABC transporter substrate-binding protein,0
Staphylococcus_aureus_8325,gene_12fe918d64c7,0.35,low,ATP/GTP binding protein,oligopeptide ABC transporter ATP-binding protein,0
Staphylococcus_aureus_8325,gene_5dd6052beb85,0.35,low,Lipoprotein,lipoyltransferase and lipoate-protein ligase,0
Staphylococcus_aureus_8325,gene_c45c771ca009,0.35,low,ATP/GTP binding protein,ATP-dependent nuclease subunit A,0
Staphylococcus_aureus_8325,gene_0e3599fb478b,0.35,low,ATP/GTP binding protein,"1,4-dihydroxy-2-naphthoate octaprenyltransferase",0
Staphylococcus_aureus_8325,gene_ac21949398a9,0.35,low,Serine protease,serine protease HtrA,1
Staphylococcus_aureus_8325,gene_495e0110c1f0,0.35,low,DNA-binding transcription regulator,methicillin resistance protein FmtA,0
Staphylococcus_aureus_8325,gene_3a7cd777877e,0.35,low,DNA-binding transcription regulator,bifunctional autolysin,0
Staphylococcus_aureus_8325,gene_01d133b966b5,0.35,low,Lipoprotein,quinol oxidase AA3 subunit II,0
Staphylococcus_aureus_8325,gene_4963d93c16af,0.45,low,DNA-binding transcription regulator,quinol oxidase subunit I,0
Staphylococcus_aureus_8325,gene_57f9db91cfd9,0.35,low,DNA-binding transcription regulator,phosphoribosylamine--glycine ligase,0
Staphylococcus_aureus_8325,gene_3b2a8757b1f0,0.35,low,DNA-binding transcription regulator,amidophosphoribosyltransferase,0
Staphylococcus_aureus_8325,gene_185808675d94,0.35,low,ATP/GTP binding protein,GTP-binding protein TypA,1
Staphylococcus_aureus_8325,gene_754101696b8a,0.35,low,DNA-binding transcription regulator,glycerophosphoryl diester phosphodiesterase,0
Staphylococcus_aureus_8325,gene_2a1a33b383ca,0.35,low,DNA-binding transcription regulator,protoheme IX farnesyltransferase,0
Staphylococcus_aureus_8325,gene_21a6662acc54,0.35,low,ATP/GTP binding protein,ABC transporter,0
Staphylococcus_aureus_8325,gene_519ef7e70175,0.35,low,Lipoprotein,succinate dehydrogenase iron-sulfur subunit,0
Staphylococcus_aureus_8325,gene_881e14ab18c2,0.45,low,Lipoprotein,glutamate racemase,0
Staphylococcus_aureus_8325,gene_5449cb9cf7d4,0.35,low,ATP/GTP binding protein,carbamate kinase,0
Staphylococcus_aureus_8325,gene_195b2f5451bf,0.35,low,ATP/GTP binding protein,penicillin-binding protein 1,0
Staphylococcus_aureus_8325,gene_299d449671f9,0.495,low,ATP/GTP binding protein,recombination and DNA strand exchange inhibitor protein,0
Staphylococcus_aureus_8325,gene_7330a84c2e26,0.35,low,DNA-binding transcription regulator,uracil permease,0
Staphylococcus_aureus_8325,gene_eb3458c78c73,0.35,low,ATP/GTP binding protein,primosomal protein N,0
Staphylococcus_aureus_8325,gene_8faf0191e867,0.45,low,ATP/GTP binding protein,signal recognition particle protein,0
Staphylococcus_aureus_8325,gene_2f69366db16b,0.35,low,Lipoprotein,16S rRNA-processing protein RimM,0
Staphylococcus_aureus_8325,gene_006621ed3684,0.35,low,ATP/GTP binding protein,ribosomal biogenesis GTPase,0
Staphylococcus_aureus_8325,gene_e7a3059e4fe8,0.35,low,Lipoprotein,ribonuclease HII,0
Staphylococcus_aureus_8325,gene_ad5a6deb4450,0.45,low,ATP/GTP binding protein,signal recognition particle-docking protein FtsY,0
Staphylococcus_aureus_8325,gene_4ba20b24341b,0.5,moderate,Protein with cpsase_1 motif,carbamoyl phosphate synthase large subunit,0
Staphylococcus_aureus_8325,gene_f4a2f080f471,0.35,low,ATP/GTP binding protein,uridylate kinase,0
Staphylococcus_aureus_8325,gene_28edb129376e,0.35,low,Lipoprotein,DNA polymerase III PolC,0
Staphylococcus_aureus_8325,gene_38829ea13a2b,0.35,low,ATP/GTP binding protein,SMC domain-containing protein,0
Staphylococcus_aureus_8325,gene_be807a970fd6,0.35,low,DNA-binding transcription regulator,riboflavin biosynthesis protein RibF,0
Staphylococcus_aureus_8325,gene_b755267dc6cc,0.35,low,ATP/GTP binding protein,ATP-dependent protease ATP-binding subunit HslU,0
Staphylococcus_aureus_8325,gene_80bffac178c2,0.35,low,ATP/GTP binding protein,succinyl-CoA synthetase subunit beta,0
Staphylococcus_aureus_8325,gene_a26a448f3c55,0.45,low,Serine protease,aerobic glycerol-3-phosphate dehydrogenase,0
Staphylococcus_aureus_8325,gene_1e5bce2d1726,0.35,low,ATP/GTP binding protein,tRNA delta(2)-isopentenylpyrophosphate transferase,0
Staphylococcus_aureus_8325,gene_4914287863ee,0.35,low,ATP/GTP binding protein,DNA mismatch repair protein MutS,0
Staphylococcus_aureus_8325,gene_ee75b381ed50,0.495,low,ATP/GTP binding protein,recombinase A,0
Staphylococcus_aureus_8325,gene_45ccf07ee1af,0.35,low,ATP/GTP binding protein,DNA mismatch repair protein,0
Staphylococcus_aureus_8325,gene_79847c467d19,0.35,low,ATP/GTP binding protein,ABC transporter ATP-binding protein,1
Staphylococcus_aureus_8325,gene_6d27a32f047b,0.35,low,Lipoprotein,homoserine kinase,0
Staphylococcus_aureus_8325,gene_f333aff6070c,0.45,low,Lipoprotein,glutamine synthetase,0
Staphylococcus_aureus_8325,gene_ceabfad3c72a,0.35,low,DNA-binding transcription regulator,cardiolipin synthetase,0
Staphylococcus_aureus_8325,gene_c8a80573289a,0.35,low,ATP/GTP binding protein,DNA topoisomerase IV subunit B,0
Staphylococcus_aureus_8325,gene_332b5c3c52c4,0.35,low,DNA-binding transcription regulator,sodium:alanine symporter family protein,0
Staphylococcus_aureus_8325,gene_98cbb16bfbec,0.45,low,Lipoprotein,aconitate hydratase,0
Staphylococcus_aureus_8325,gene_06b5c3a3784c,0.35,low,ATP/GTP binding protein,oligopeptide ABC transporter ATP-binding protein,0
Staphylococcus_aureus_8325,gene_c60123547d4a,0.35,low,DNA-binding transcription regulator,oligopeptide transporter permease,0
Staphylococcus_aureus_8325,gene_ff23df075334,0.35,low,Lipoprotein,methicillin resistance factor FemA,0
Staphylococcus_aureus_8325,gene_2e9459a6f1bd,0.45,low,ATP/GTP binding protein,phosphate transporter ATP-binding protein,1
Staphylococcus_aureus_8325,gene_14335a216828,0.35,low,ATP/GTP binding protein,ABC transporter ATP-binding protein,1
Staphylococcus_aureus_8325,gene_cfbbc0f2b6d4,0.35,low,Lipoprotein,tryptophan synthase subunit beta,0
Staphylococcus_aureus_8325,gene_b28d9e59e969,0.35,low,ATP/GTP binding protein,peptide ABC transporter ATP-binding protein,0
Staphylococcus_aureus_8325,gene_f4e4c3f98230,0.35,low,ATP/GTP binding protein,DnaQ family exonuclease/DinG family helicase,0
Staphylococcus_aureus_8325,gene_cd611383673b,0.35,low,ATP/GTP binding protein,cytidylate kinase,0
Staphylococcus_aureus_8325,gene_cd36512c93c4,0.45,low,Serine protease,3-phosphoshikimate 1-carboxyvinyltransferase,0
Staphylococcus_aureus_8325,gene_2b02cc3d8fd2,0.35,low,ATP/GTP binding protein,GTP-binding protein EngA,1
Staphylococcus_aureus_8325,gene_9542378e9bd5,0.35,low,ATP/GTP binding protein,phage tail tape meausure protein,0
Staphylococcus_aureus_8325,gene_cde0e1c7378d,0.35,low,ATP/GTP binding protein,shikimate kinase,0
Staphylococcus_aureus_8325,gene_6079c8c40277,0.35,low,DNA-binding transcription regulator,penicillin-binding protein 3,0
Staphylococcus_aureus_8325,gene_10841c654ef0,0.35,low,Serine protease,glucokinase,0
Staphylococcus_aureus_8325,gene_94d39b9ef03c,0.35,low,ATP/GTP binding protein,CBS domain-containing protein,0
Staphylococcus_aureus_8325,gene_2bbfbaf6fe08,0.35,low,DNA-binding transcription regulator,diacylglycerol kinase,0
Staphylococcus_aureus_8325,gene_f195b42e736d,0.35,low,ATP/GTP binding protein,GTP-binding protein Era,1
Staphylococcus_aureus_8325,gene_e7a5d8f3aca2,0.35,low,ATP/GTP binding protein,ABC transporter,0
Staphylococcus_aureus_8325,gene_7c4374e2f736,0.45,low,ATP/GTP binding protein,DNA repair protein RecN,0
Staphylococcus_aureus_8325,gene_256b9d9448bc,0.35,low,ATP/GTP binding protein,GTP-binding protein YqeH,1
Staphylococcus_aureus_8325,gene_e716fc6c81bc,0.35,low,ATP/GTP binding protein,glycyl-tRNA synthetase,0
Staphylococcus_aureus_8325,gene_2605623fe690,0.35,low,ATP/GTP binding protein,uridine kinase,0
Staphylococcus_aureus_8325,gene_970d9ccccf7b,0.35,low,DNA-binding transcription regulator,DNA internalization-related competence protein ComEC/Rec2,0
Staphylococcus_aureus_8325,gene_c0eb6a2e8193,0.35,low,Lipoprotein,adenine phosphoribosyltransferase,0
Staphylococcus_aureus_8325,gene_c1fa0cd520fb,0.35,low,ATP/GTP binding protein,Holliday junction DNA helicase RuvB,0
Staphylococcus_aureus_8325,gene_4daf3396e596,0.35,low,ATP/GTP binding protein,GTPase ObgE,0
Staphylococcus_aureus_8325,gene_674a97c35809,0.35,low,ATPase,glutamate-1-semialdehyde aminotransferase,0
Staphylococcus_aureus_8325,gene_c22d0d0473ff,0.35,low,ATP/GTP binding protein,ribosome biogenesis GTP-binding protein YsxC,0
Staphylococcus_aureus_8325,gene_b17051142e2a,0.35,low,ATP/GTP binding protein,ATP-dependent protease ATP-binding subunit ClpX,0
Staphylococcus_aureus_8325,gene_a0324bef15ef,0.35,low,ATP/GTP binding protein,recombination factor protein RarA,0
Staphylococcus_aureus_8325,gene_442a6758e0d5,0.35,low,ATP/GTP binding protein,dephospho-CoA kinase,0
Staphylococcus_aureus_8325,gene_f94f9d33b8d5,0.35,low,Lipoprotein,formamidopyrimidine-DNA glycosylase,0
Staphylococcus_aureus_8325,gene_f4e067607074,0.395,low,ATP/GTP binding protein,primosomal protein DnaI,0
Staphylococcus_aureus_8325,gene_f9b34ccae0a7,0.35,low,ATP/GTP binding protein,DNA polymerase III subunit alpha superfamily protein,0
Staphylococcus_aureus_8325,gene_6dbd9c9f1f6d,0.35,low,DNA-binding transcription regulator,6-phosphofructokinase,0
Staphylococcus_aureus_8325,gene_f759d2ba1502,0.35,low,Serine protease,IS200 family transposase,0
Staphylococcus_aureus_8325,gene_34e3cc214ab5,0.35,low,Serine protease,serine protease SplF,1
Staphylococcus_aureus_8325,gene_6002cad6cc61,0.35,low,Serine protease,serine protease SplD,1
Staphylococcus_aureus_8325,gene_add85bb58e66,0.35,low,Serine protease,serine protease SplC,1
Staphylococcus_aureus_8325,gene_0b152ed2143f,0.35,low,ATP/GTP binding protein,ABC transporter,0
Staphylococcus_aureus_8325,gene_7c091e5b8496,0.35,low,Serine protease,serine protease SplA,1
Staphylococcus_aureus_8325,gene_277f8cefef22,0.35,low,Serine protease,epidermin biosynthesis protein EpiC,0
Staphylococcus_aureus_8325,gene_dbf7e9ad6f7e,0.35,low,Serine protease,leukotoxin LukD,0
Staphylococcus_aureus_8325,gene_765d6cd73c10,0.35,low,ATP/GTP binding protein,ABC transporter ATP-binding protein,1
Staphylococcus_aureus_8325,gene_f618cbd91483,0.35,low,Lipoprotein,protoporphyrinogen oxidase,0
Staphylococcus_aureus_8325,gene_ba750ccab8d6,0.35,low,Serine protease,serine protease SplE,1
Staphylococcus_aureus_8325,gene_3c72afb0f350,0.35,low,Serine protease,ferric uptake regulator-like protein,0
Staphylococcus_aureus_8325,gene_886a10c7ad29,0.35,low,ATPase,glutamate-1-semialdehyde aminotransferase,0
Staphylococcus_aureus_8325,gene_05a207bebc0d,0.45,low,Lipoprotein,PTS system transporter subunit IIC domain-containing protein,0
Staphylococcus_aureus_8325,gene_9e794ca0c251,0.35,low,ATP/GTP binding protein,ABC transporter ATP-binding/permease,0
Staphylococcus_aureus_8325,gene_6ea8eb8cd0bd,0.35,low,DNA-binding transcription regulator,autolysin,0
Staphylococcus_aureus_8325,gene_70758fbc755f,0.35,low,ATP/GTP binding protein,PBSX family phage terminase large subunit,0
Staphylococcus_aureus_8325,gene_e5720b0191e5,0.35,low,ATP/GTP binding protein,amino acid ABC transporter ATP-binding protein,0
Staphylococcus_aureus_8325,gene_1b2fcc525b1c,0.35,low,ATP/GTP binding protein,phage head protein,0
Staphylococcus_aureus_8325,gene_a9233519836c,0.35,low,DNA-binding transcription regulator,phage tape measure protein,0
Staphylococcus_aureus_8325,gene_fd03b8148780,0.35,low,ATP/GTP binding protein,bacteriophage L54a DnaB-like helicase family protein,0
Staphylococcus_aureus_8325,gene_c03f50219edb,0.35,low,DNA-binding transcription regulator,manganese-dependent inorganic pyrophosphatase,0
